x,mtrue,utrue1,utrue2,u1_noise,u2_noise,g1,g2,distribution,omega
0.0,0.13533528323662536,0.17488153417003122,0.9999873581694159,1.764052345967664,0.7301743002731186,-7.103347692457302,8.079445792231436,0.7977496836868704,1.0
0.00048828125,0.13666176206449004,0.17602887957088367,0.9988400138506746,0.4001572083672233,-1.8574597896057057,-7.139239372146867,8.14422243639286,0.8000883603177322,
0.0009765625,0.13799795211026644,0.17717621102508863,0.9976926695190784,0.9787379841057392,0.38259329998263664,-7.162254731671141,8.209196314133981,0.8024300667005642,
0.00146484375,0.13934388429872005,0.17832352043593816,0.9965453251676921,2.240893199201458,-0.8868931141896383,-7.172487090715248,8.274567419871625,0.8047747893379936,
0.001953125,0.14069958915640535,0.17947079745346858,0.9953979807964883,1.8675579901499675,0.8782926543652237,-7.182899040022483,8.34033660070907,0.8071225146499651,
0.00244140625,0.14206509680485635,0.1806180312789476,0.9942506364054399,-0.977277879876411,0.08645143108943139,-7.193488243590357,8.406504682522588,0.8094732289737583,
0.0029296875,0.14344043695375983,0.18176521111404775,0.9931032919945213,0.9500884175255894,0.24770324700475313,-7.2042523094538184,8.47307247042441,0.8118269185640081,
0.00341796875,0.1448256388941111,0.1829123261609476,0.9919559475637088,-0.1513572082976979,-1.0182664526521303,-7.215188789105695,8.540040747202536,0.8141835695927255,
0.00390625,0.146220731491354,0.18405936562243372,0.9908086031129787,-0.10321885179355784,-0.6545618600328318,-7.226295176951692,8.60741027174689,0.8165431681493225,
0.00439453125,0.14762574317850535,0.18520631870200202,0.9896612586423092,0.41059850193837233,0.20721477380377176,-7.237568909858151,8.675181779614167,0.8189057002406376,
0.0048828125,0.14904070194926458,0.18635317460395964,0.9885139141516798,0.144043571160878,0.583562549517154,-7.2490073667057136,8.74335598359586,0.821271151790964,
0.00537109375,0.1504656353511104,0.18749992253352657,0.987366569641071,1.454273506962975,2.9290592126254085,-7.260607867598285,8.811933572260378,0.8236395086420791,
0.005859375,0.15190057047838396,0.18864655169693686,0.9862192251104649,0.7610377251469934,0.22285550576632177,-7.272367673407596,8.880915207657544,0.8260107565532774,
0.00634765625,0.15334553396536038,0.18979305130154078,0.9850718805598456,0.12167501649282841,0.9760251864678863,-7.284283985523304,8.95030152694391,0.8283848812014036,
0.0068359375,0.15480055197930956,0.19093941055590602,0.9839245359891979,0.44386323274542566,-1.5569142500142552,-7.296353945224736,9.020093142925319,0.8307618681808899,
0.00732421875,0.1562656502135459,0.19208561866991916,0.982777191398508,0.33367432737426683,-1.3298750490664566,-7.308574632886193,9.090290640659095,0.8331417030037939,
0.0078125,0.15774085388046993,0.19323166485488769,0.9816298467877637,1.4940790731576061,-0.3554902805037379,-7.320943067649732,9.160894577017087,0.8355243710998382,
0.00830078125,0.1592261877046007,0.1943775383236411,0.980482502156954,-0.20515826376580087,-1.1974125579605013,-7.333456206792796,9.231905482423317,0.8379098578164546,
0.0087890625,0.160721675915601,0.19552322829063265,0.9793351575060691,0.31306770165090136,1.486380462658842,-7.346110945370975,9.303323859601212,0.840298148418826,
0.00927734375,0.16222734224129645,0.19666872397204077,0.9781878128351015,-0.8540957393017248,-0.41021350686511215,-7.358904115615181,9.375150181896556,0.8426892280899363,
0.009765625,0.16374320990068836,0.19781401458587072,0.9770404681440441,-2.5529898158340787,1.382164415083869,-7.371832486126476,9.447384892670472,0.8450830819306161,
0.01025390625,0.16526930159696265,0.19895908935205595,0.975893123432892,0.6536185954403606,1.486763678433478,-7.3848927618544,9.52002840510258,0.8474796949595952,
0.0107421875,0.16680563951049482,0.2001039374925596,0.9747457787016424,0.8644361988595057,0.04277917906959569,-7.398081583077598,9.593081103085549,0.8498790521135553,
0.01123046875,0.16835224529185208,0.20124854823147584,0.9735984339502927,-0.7421650204064419,0.5017934101401642,-7.411395525012892,9.666543338132438,0.8522811382471843,
0.01171875,0.16990914005479435,0.20239291079513155,0.9724510891788429,2.2697546239876076,-0.056098764140865065,-7.424831097340214,9.7404154298406,0.854685938133235,
0.01220703125,0.1714763443692739,0.20353701441218758,0.9713037443872947,-1.4543656745987648,0.5384301935251999,-7.438384743699358,9.814697666347875,0.8570934364625823,
0.0126953125,0.17305387825443566,0.20468084831373978,0.9701563995756504,0.04575851730144607,0.4833357414547673,-7.45205284115214,9.889390301200814,0.8595036178442862,
0.01318359375,0.1746417611716192,0.2058244017334211,0.9690090547439143,-0.1871838500258336,-0.1236480627344084,-7.465831699231206,9.964493554069621,0.8619164668056547,
0.013671875,0.176240012017362,0.20696766390750224,0.9678617098920923,1.5327792143584575,0.5049635977178846,-7.479717560055208,10.04000761118524,0.8643319677923095,
0.01416015625,0.1778486491164074,0.20811062407499337,0.9667143650201921,1.469358769900285,1.7236744849909662,-7.493706597372591,10.115932623555464,0.8667501051682536,
0.0146484375,0.17946769021471567,0.20925327147774542,0.9655670201282234,0.1549474256969163,0.7130072158805579,-7.507794915884585,10.192268705161487,0.8691708632159416,
0.01513671875,0.1810971524724815,0.2103955953605512,0.9644196752161978,0.37816251960217356,0.3257954949371055,-7.52197855118984,10.269015933364527,0.8715942261363513,
0.015625,0.18273705245715768,0.2115375849712466,0.9632723302841278,-0.8877857476301128,0.12476794372806532,-7.536253468933237,10.346174349313367,0.874020178049059,
0.01611328125,0.1843874061364857,0.21267922956081195,0.9621249853320288,-1.980796468223927,-1.0126603217265233,-7.550615564057468,10.423743956257331,0.8764487029923133,
