x,mtrue,utrue,forcing,distribution,omega
0.0,0.13533528323662536,0.3613352646579882,-14.578781335453145,0.7977499210096819,1.0
0.0009765625,0.13799795211026644,0.36607103421813963,-14.72768960643606,0.8024303054157443,
0.001953125,0.14069958915640535,0.37080657355242364,-14.823801501109065,0.8071227547611031,
0.0029296875,0.14344043695375983,0.37554174902622595,-14.867863047470726,0.8118271600746608,
0.00390625,0.146220731491354,0.38027638975380423,-14.913347533673594,0.8165434110630139,
0.0048828125,0.14904070194926458,0.3850103174699761,-14.960213110566995,0.8212713961111846,
0.005859375,0.15190057047838396,0.3897433539361471,-15.008416010523336,0.8260110022834847,
0.0068359375,0.15480055197930956,0.39447532094702126,-15.057910513090123,0.8307621153245068,
0.0078125,0.15774085388046993,0.39920604033730905,-15.108648909987378,0.8355246196602537,
0.0087890625,0.160721675915601,0.4039353339884356,-15.160581469785525,0.8402983983993941,
0.009765625,0.16374320990068836,0.4086630238352455,-15.213656402897268,0.8450833333346556,
0.0107421875,0.16680563951049482,0.4133889318727068,-15.267819825967532,0.8498793049443495,
0.01171875,0.16990914005479435,0.4181128801626131,-15.323015726034383,0.8546861923940313,
0.0126953125,0.17305387825443566,0.42283469084028225,-15.379185924983833,0.8595038735382956,
0.013671875,0.176240012017362,0.42755418612125345,-15.43627004370512,0.8643322249227062,
0.0146484375,0.17946769021471567,0.43227118830798106,-15.494205466086463,0.8691711217858629,
0.015625,0.18273705245715768,0.43698551979652467,-15.552927303049131,0.8740204380616045,
0.0166015625,0.1860482288715363,0.4416970030832375,-15.612368356505648,0.8788800463813486,
0.017578125,0.1894013398780394,0.4464054607714492,-15.672459083618655,0.883749818076571,
0.0185546875,0.1927964959679682,0.45111071557814614,-15.73312756089523,0.8886296231814202,
0.01953125,0.19623379748227168,0.4558125903406474,-15.794299448332618,0.8935193304354728,
0.0205078125,0.1997133343909838,0.4605109080232755,-15.855897954142453,0.8984188072866269,
0.021484375,0.20323518607370666,0.46520549172402403,-15.91784379927217,0.9033279198941352,
0.0224609375,0.2067994211012849,0.4698961646812193,-15.980055182244751,0.9082465331317783,
0.0234375,0.2104060970188188,0.47458275028017777,-16.042447744633304,0.9131745105911775,
0.0244140625,0.21405526013016396,0.4792650720598565,-16.1049345366179,0.9181117145852495,
0.025390625,0.2177469452840702,0.48394295371950014,-16.1674259831327,0.9230580061518013,
0.0263671875,0.22148117566210868,0.4886162191252807,-16.22982985057821,0.9280132450572653,
0.02734375,0.2252579625685432,0.49328469231693206,-16.292051213798675,0.9329772898005797,
0.0283203125,0.22907730522229938,0.49794819751437736,-16.35399242403298,0.9379499976172072,
0.029296875,0.2329391905511872,0.5026065591243511,-16.41555307770538,0.9429312244832978,
0.0302734375,0.23684359298853563,0.5072596017470132,-16.47662998570911,0.9479208251199948,
0.03125,0.2407904742723955,0.5119071501825562,-16.537117143579376,0.9529186529978815,
0.0322265625,0.24477978324747238,0.5165490294378061,-16.596905702736677,0.9579245603415742,
0.033203125,0.24881145566994656,0.5211850647328143,-16.65588394320114,0.962938398134456,
0.0341796875,0.25288541401534287,0.5258150815074438,-16.71393724706976,0.967960016123555,
0.03515625,0.2570015672896119,0.5304389054279445,-16.770948072889826,0.9729892628245662,
0.0361328125,0.2611598108435818,0.5350563623935229,-16.826795932138083,0.9780259855270185,
0.037109375,0.26536002619094734,0.5396672785429026,-16.88135736702806,0.9830700302995837,
0.0380859375,0.26960208082995374,0.5442714802608755,-16.93450592958598,0.9881212419955324,
0.0390625,0.2738858280689421,0.5488687941848439,-16.98611216250223,0.993179464258331,
0.0400390625,0.2782111068559167,0.5534590472113543,-17.036043582396896,0.998244539527387,
0.041015625,0.2825777416122974,0.5580420665026211,-17.08416466412692,1.003316309043935,
0.0419921875,0.28698554207102017,0.5626176794930409,-17.130336827594135,1.0083946128570704,
0.04296875,0.2914343031191468,0.5671857138956965,-17.17441842747482,1.013479289829927,
0.0439453125,0.2959238046451455,0.571745997708852,-17.216264743922622,1.0185701776459977,
0.044921875,0.3004538113910037,0.5762983592224351,-17.255727976928778,1.0236671128156023,
0.0458984375,0.3050240728093333,0.5808426270245106,-17.292657242785246,1.0287699306824978,
0.046875,0.3096343229256272,0.5853786300077433,-17.32689857342888,1.0338784654306357,
0.0478515625,0.31428428020582544,0.5899061973758478,-17.358294919083146,1.0389925500910615,
0.048828125,0.31897364742934803,0.5944251586500298,-17.38668615310732,1.044112016548961,
0.0498046875,0.32370211156775097,0.5989353436754121,-17.411909081299235,1.049236695550849,
0.05078125,0.32846934366915903,0.6034365826274531,-17.43379745391797,1.0543664167119031,
0.0517578125,0.33327499874862804,0.6079287060183491,-17.452181981191448,1.0595010085234444,
0.052734375,0.33811871568458873,0.6124115447034273,-17.466890353075133,1.0646402983605565,
0.0537109375,0.34300011712152034,0.6168849298875237,-17.477747262554246,1.0697841124898535,
0.0546875,0.34791880937900155,0.6213486931313517,-17.484574433604518,1.0749322760773907,
0.0556640625,0.3528743823672844,0.6258026663578532,-17.487190652804713,1.0800846131967161,
0.056640625,0.3578664095095333,0.6302466818585405,-17.485411805585365,1.0852409468370687,
0.0576171875,0.3628944476708689,0.6346805722998221,-17.47905091769633,1.0904010989117172,
0.05859375,0.3679580370943575,0.6391041707293156,-17.467918200947658,1.0955648902664434,
0.0595703125,0.37305670134407676,0.643517310582147,-17.45182110406421,1.1007321406881665,
0.060546875,0.3781899472553937,0.6479198256872345,-17.43056436903597,1.1059026689137106,
0.0615234375,0.383357264892583,0.6523115502735599,-17.40395009278898,1.111076292638713,
0.0625,0.38855812751391017,0.6566923189764232,-17.371777794295102,1.1162528285266755,
0.0634765625,0.3937919915443056,0.6610619668436833,-17.333844487347132,1.121432092218155,
0.064453125,0.3990582965557456,0.6654203293419837,-17.28994475986636,1.1266138983400962,
0.0654296875,0.4043564652554588,0.6697672423629615,-17.239870859163325,1.1317980605153035,
0.06640625,0.40968590348206896,0.6741025422294428,-17.18341278298665,1.136984391372054,
0.0673828125,0.41504600020978216,0.6784260657016199,-17.120358378106136,1.1421727025538488,
0.068359375,0.4204361275607244,0.6827376499832144,-17.050493444812655,1.1473628047293034,
0.0693359375,0.42585564082552774,0.6870371327276223,-16.9736018481265,1.1525545076021764,
0.0703125,0.43130387849226265,0.6913243520440436,-16.889465637352195,1.1577476199215369,
0.0712890625,0.4367801622838081,0.6955991465035938,-16.797865171470058,1.1629419494920694,
0.072265625,0.4422837972037454,0.6998613551454004,-16.69857925227799,1.1681373031845128,
0.0732421875,0.44781407159086045,0.7041108174826797,-16.591385265735184,1.1733334869462397,
0.07421875,0.45337025718233065,0.708347373508798,-16.476059330000133,1.178530305811968,
0.0751953125,0.45895160918566924,0.7125708637033119,-16.35237645226081,1.1837275639146088,
0.076171875,0.4645573663594978,0.7167811290379953,-16.22011069282575,1.1889250644962488,
